base_game_index,behavioral_regime_id,draw,first_wolf_death_round,game_id,hunter_kills,hunter_retaliations,manifest_hash,matched_set_id,night_kill_attempts,policy_name,round_number,seed,seer_kills,special_role_kills,successful_night_kills,time_to_parity,total_rounds,village_win,vote_control_proxy,winner,witch_kills,witch_saves,wolf_kill_decisions,wolf_survival_count,wolf_win
1,baseline_speech_enabled,0,1,seed_115_base_1_regime_baseline_speech_enabled_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_baseline_speech_enabled,4,frozen_hybrid_50_50,4,115,1,1,3,4,4,0,2,wolf,0,1,4,1,1
1,baseline_speech_enabled,0,1,seed_115_base_1_regime_baseline_speech_enabled_policy_frozen_ml_epsilon_010,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_baseline_speech_enabled,4,frozen_ml_epsilon_010,4,115,1,1,3,4,4,0,2,wolf,0,1,4,1,1
1,speech_disabled,0,1,seed_115_base_1_regime_speech_disabled_policy_existing_rule,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_speech_disabled,4,existing_rule,4,115,1,2,3,4,4,0,2,wolf,1,1,4,1,1
1,speech_disabled,0,1,seed_115_base_1_regime_speech_disabled_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_speech_disabled,4,frozen_ml,4,115,1,3,3,4,4,0,2,wolf,1,1,4,1,1
1,speech_disabled,0,1,seed_115_base_1_regime_speech_disabled_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_speech_disabled,4,frozen_hybrid_50_50,4,115,1,2,3,4,4,0,2,wolf,1,1,4,1,1
1,speech_disabled,0,1,seed_115_base_1_regime_speech_disabled_policy_frozen_ml_epsilon_010,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_speech_disabled,4,frozen_ml_epsilon_010,4,115,1,2,3,4,4,0,2,wolf,1,1,4,1,1
1,herding_enabled,0,2,seed_115_base_1_regime_herding_enabled_policy_existing_rule,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_herding_enabled,3,existing_rule,3,115,1,2,2,3,3,0,3,wolf,1,1,3,2,1
1,herding_enabled,0,2,seed_115_base_1_regime_herding_enabled_policy_frozen_ml,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_herding_enabled,3,frozen_ml,3,115,1,1,2,3,3,0,2,wolf,0,1,3,2,1
1,herding_enabled,0,2,seed_115_base_1_regime_herding_enabled_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_herding_enabled,3,frozen_hybrid_50_50,3,115,0,0,2,3,3,0,2,wolf,0,1,3,2,1
1,herding_enabled,0,2,seed_115_base_1_regime_herding_enabled_policy_frozen_ml_epsilon_010,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_herding_enabled,3,frozen_ml_epsilon_010,3,115,1,1,2,3,3,0,2,wolf,0,1,3,2,1
1,deception_enabled,0,2,seed_115_base_1_regime_deception_enabled_policy_existing_rule,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_deception_enabled,3,existing_rule,3,115,1,2,2,,3,1,2,village,1,1,3,0,0
1,deception_enabled,0,2,seed_115_base_1_regime_deception_enabled_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_deception_enabled,4,frozen_ml,4,115,0,1,3,,4,1,2,village,0,1,4,0,0
1,deception_enabled,0,2,seed_115_base_1_regime_deception_enabled_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_deception_enabled,4,frozen_hybrid_50_50,4,115,1,1,3,4,4,0,3,wolf,0,1,4,1,1
1,deception_enabled,0,,seed_115_base_1_regime_deception_enabled_policy_frozen_ml_epsilon_010,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_deception_enabled,3,frozen_ml_epsilon_010,3,115,0,1,2,3,3,0,2,wolf,1,1,3,3,1
1,heterogeneous_risk_preference,0,,seed_115_base_1_regime_heterogeneous_risk_preference_policy_existing_rule,1,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_heterogeneous_risk_preference,3,existing_rule,3,115,0,2,2,3,3,0,2,wolf,1,1,3,3,1
1,heterogeneous_risk_preference,0,,seed_115_base_1_regime_heterogeneous_risk_preference_policy_frozen_ml,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_heterogeneous_risk_preference,3,frozen_ml,3,115,0,0,2,3,3,0,2,wolf,0,1,3,3,1
1,heterogeneous_risk_preference,0,,seed_115_base_1_regime_heterogeneous_risk_preference_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_heterogeneous_risk_preference,2,frozen_hybrid_50_50,2,115,1,1,1,2,2,0,2,wolf,0,1,2,3,1
1,heterogeneous_risk_preference,0,,seed_115_base_1_regime_heterogeneous_risk_preference_policy_frozen_ml_epsilon_010,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_heterogeneous_risk_preference,3,frozen_ml_epsilon_010,3,115,0,0,2,3,3,0,2,wolf,0,1,3,3,1
1,strong_village_information,0,2,seed_115_base_1_regime_strong_village_information_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_strong_village_information,4,existing_rule,4,115,1,3,3,,4,1,2,village,1,1,4,0,0
1,strong_village_information,0,2,seed_115_base_1_regime_strong_village_information_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_strong_village_information,4,frozen_ml,4,115,0,1,3,4,4,0,2,wolf,0,1,4,1,1
1,strong_village_information,0,2,seed_115_base_1_regime_strong_village_information_policy_frozen_hybrid_50_50,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_strong_village_information,4,frozen_hybrid_50_50,4,115,0,0,3,,4,1,2,village,0,1,4,0,0
1,strong_village_information,0,2,seed_115_base_1_regime_strong_village_information_policy_frozen_ml_epsilon_010,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_strong_village_information,4,frozen_ml_epsilon_010,4,115,0,1,3,4,4,0,2,wolf,0,1,4,1,1
1,weak_village_information,0,1,seed_115_base_1_regime_weak_village_information_policy_existing_rule,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_weak_village_information,3,existing_rule,3,115,1,2,3,3,3,0,3,wolf,1,0,3,1,1
1,weak_village_information,0,1,seed_115_base_1_regime_weak_village_information_policy_frozen_ml,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_weak_village_information,2,frozen_ml,2,115,1,1,2,,2,1,1,village,0,0,2,0,0
1,weak_village_information,0,1,seed_115_base_1_regime_weak_village_information_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_weak_village_information,2,frozen_hybrid_50_50,2,115,1,1,2,,2,1,1,village,0,0,2,0,0
1,weak_village_information,0,1,seed_115_base_1_regime_weak_village_information_policy_frozen_ml_epsilon_010,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_weak_village_information,2,frozen_ml_epsilon_010,2,115,1,1,2,,2,1,1,village,0,0,2,0,0
1,mixed_seer_strategy,0,2,seed_115_base_1_regime_mixed_seer_strategy_policy_existing_rule,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_seer_strategy,4,existing_rule,4,115,1,2,3,,4,1,1,village,1,1,4,0,0
1,mixed_seer_strategy,0,2,seed_115_base_1_regime_mixed_seer_strategy_policy_frozen_ml,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_seer_strategy,4,frozen_ml,4,115,0,1,3,,4,1,1,village,1,1,4,0,0
1,mixed_seer_strategy,0,2,seed_115_base_1_regime_mixed_seer_strategy_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_seer_strategy,3,frozen_hybrid_50_50,3,115,1,1,2,,3,1,1,village,0,1,3,0,0
1,mixed_seer_strategy,0,2,seed_115_base_1_regime_mixed_seer_strategy_policy_frozen_ml_epsilon_010,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_seer_strategy,4,frozen_ml_epsilon_010,4,115,0,1,3,,4,1,1,village,1,1,4,0,0
1,mixed_voting_strategy,0,1,seed_115_base_1_regime_mixed_voting_strategy_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_voting_strategy,3,existing_rule,3,115,1,2,3,3,3,0,3,wolf,0,0,3,1,1
1,mixed_voting_strategy,0,1,seed_115_base_1_regime_mixed_voting_strategy_policy_frozen_ml,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_voting_strategy,3,frozen_ml,3,115,1,1,3,3,3,0,3,wolf,0,0,3,1,1
1,mixed_voting_strategy,0,1,seed_115_base_1_regime_mixed_voting_strategy_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_voting_strategy,3,frozen_hybrid_50_50,3,115,1,1,3,3,3,0,3,wolf,0,0,3,1,1
1,mixed_voting_strategy,0,2,seed_115_base_1_regime_mixed_voting_strategy_policy_frozen_ml_epsilon_010,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_voting_strategy,4,frozen_ml_epsilon_010,4,115,0,1,4,4,4,0,2,wolf,1,0,4,1,1
1,mixed_wolf_deception_strategy,0,,seed_115_base_1_regime_mixed_wolf_deception_strategy_policy_existing_rule,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_wolf_deception_strategy,2,existing_rule,2,115,1,1,1,2,2,0,2,wolf,0,1,2,3,1
1,mixed_wolf_deception_strategy,0,1,seed_115_base_1_regime_mixed_wolf_deception_strategy_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_wolf_deception_strategy,4,frozen_ml,4,115,0,1,3,,4,1,2,village,0,1,4,0,0
1,mixed_wolf_deception_strategy,0,2,seed_115_base_1_regime_mixed_wolf_deception_strategy_policy_frozen_hybrid_50_50,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_wolf_deception_strategy,2,frozen_hybrid_50_50,2,115,0,1,2,,2,1,1,village,0,0,2,0,0
1,mixed_wolf_deception_strategy,0,1,seed_115_base_1_regime_mixed_wolf_deception_strategy_policy_frozen_ml_epsilon_010,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_115_base_1_regime_mixed_wolf_deception_strategy,4,frozen_ml_epsilon_010,4,115,0,1,3,,4,1,2,village,0,1,4,0,0
1,baseline_speech_enabled,0,1,seed_116_base_1_regime_baseline_speech_enabled_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_baseline_speech_enabled,4,existing_rule,4,116,1,3,3,4,4,0,2,wolf,1,1,4,1,1
1,baseline_speech_enabled,0,1,seed_116_base_1_regime_baseline_speech_enabled_policy_frozen_ml,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_baseline_speech_enabled,3,frozen_ml,3,116,0,1,2,,3,1,0,village,1,1,3,0,0
1,baseline_speech_enabled,0,1,seed_116_base_1_regime_baseline_speech_enabled_policy_frozen_hybrid_50_50,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_baseline_speech_enabled,4,frozen_hybrid_50_50,4,116,1,3,3,4,4,0,2,wolf,1,1,4,1,1
1,baseline_speech_enabled,0,1,seed_116_base_1_regime_baseline_speech_enabled_policy_frozen_ml_epsilon_010,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_baseline_speech_enabled,3,frozen_ml_epsilon_010,3,116,0,1,2,,3,1,0,village,1,1,3,0,0
1,speech_disabled,0,2,seed_116_base_1_regime_speech_disabled_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_speech_disabled,4,existing_rule,4,116,1,3,3,4,4,0,2,wolf,1,1,4,1,1
1,speech_disabled,0,2,seed_116_base_1_regime_speech_disabled_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_speech_disabled,4,frozen_ml,4,116,0,2,3,4,4,0,2,wolf,1,1,4,1,1
1,speech_disabled,0,2,seed_116_base_1_regime_speech_disabled_policy_frozen_hybrid_50_50,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_speech_disabled,4,frozen_hybrid_50_50,4,116,0,1,3,4,4,0,2,wolf,0,1,4,1,1
1,speech_disabled,0,2,seed_116_base_1_regime_speech_disabled_policy_frozen_ml_epsilon_010,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_speech_disabled,4,frozen_ml_epsilon_010,4,116,0,2,3,4,4,0,2,wolf,1,1,4,1,1
1,herding_enabled,0,,seed_116_base_1_regime_herding_enabled_policy_existing_rule,1,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_herding_enabled,3,existing_rule,3,116,1,2,2,3,3,0,2,wolf,0,1,3,3,1
1,herding_enabled,0,,seed_116_base_1_regime_herding_enabled_policy_frozen_ml,1,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_herding_enabled,3,frozen_ml,3,116,0,1,2,3,3,0,2,wolf,0,1,3,3,1
1,herding_enabled,0,,seed_116_base_1_regime_herding_enabled_policy_frozen_hybrid_50_50,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_herding_enabled,3,frozen_hybrid_50_50,3,116,0,0,2,3,3,0,2,wolf,0,1,3,3,1
1,herding_enabled,0,,seed_116_base_1_regime_herding_enabled_policy_frozen_ml_epsilon_010,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_herding_enabled,3,frozen_ml_epsilon_010,3,116,0,0,2,3,3,0,2,wolf,0,1,3,3,1
1,deception_enabled,0,,seed_116_base_1_regime_deception_enabled_policy_existing_rule,1,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_deception_enabled,3,existing_rule,3,116,0,2,2,3,3,0,2,wolf,1,1,3,3,1
1,deception_enabled,0,2,seed_116_base_1_regime_deception_enabled_policy_frozen_ml,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_deception_enabled,3,frozen_ml,3,116,0,0,2,3,3,0,2,wolf,0,1,3,2,1
1,deception_enabled,0,2,seed_116_base_1_regime_deception_enabled_policy_frozen_hybrid_50_50,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_deception_enabled,3,frozen_hybrid_50_50,3,116,0,1,2,,3,1,1,village,0,1,3,0,0
1,deception_enabled,0,2,seed_116_base_1_regime_deception_enabled_policy_frozen_ml_epsilon_010,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_deception_enabled,3,frozen_ml_epsilon_010,3,116,0,0,2,3,3,0,2,wolf,0,1,3,2,1
1,heterogeneous_risk_preference,0,1,seed_116_base_1_regime_heterogeneous_risk_preference_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_heterogeneous_risk_preference,4,existing_rule,4,116,1,3,3,,4,1,1,village,1,1,4,0,0
1,heterogeneous_risk_preference,0,1,seed_116_base_1_regime_heterogeneous_risk_preference_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_heterogeneous_risk_preference,4,frozen_ml,4,116,0,2,3,4,4,0,3,wolf,1,1,4,1,1
1,heterogeneous_risk_preference,0,1,seed_116_base_1_regime_heterogeneous_risk_preference_policy_frozen_hybrid_50_50,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_heterogeneous_risk_preference,4,frozen_hybrid_50_50,4,116,0,1,3,4,4,0,2,wolf,0,1,4,1,1
1,heterogeneous_risk_preference,0,1,seed_116_base_1_regime_heterogeneous_risk_preference_policy_frozen_ml_epsilon_010,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_heterogeneous_risk_preference,4,frozen_ml_epsilon_010,4,116,0,2,3,4,4,0,3,wolf,1,1,4,1,1
1,strong_village_information,0,2,seed_116_base_1_regime_strong_village_information_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_strong_village_information,4,existing_rule,4,116,1,3,3,,4,1,1,village,1,1,4,0,0
1,strong_village_information,0,2,seed_116_base_1_regime_strong_village_information_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_strong_village_information,4,frozen_ml,4,116,0,2,3,,4,1,1,village,1,1,4,0,0
1,strong_village_information,0,2,seed_116_base_1_regime_strong_village_information_policy_frozen_hybrid_50_50,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_strong_village_information,3,frozen_hybrid_50_50,3,116,0,1,2,,3,1,1,village,0,1,3,0,0
1,strong_village_information,0,2,seed_116_base_1_regime_strong_village_information_policy_frozen_ml_epsilon_010,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_strong_village_information,4,frozen_ml_epsilon_010,4,116,0,2,3,,4,1,1,village,1,1,4,0,0
1,weak_village_information,0,1,seed_116_base_1_regime_weak_village_information_policy_existing_rule,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_weak_village_information,3,existing_rule,3,116,1,2,3,3,3,0,3,wolf,1,0,3,1,1
1,weak_village_information,0,1,seed_116_base_1_regime_weak_village_information_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_weak_village_information,4,frozen_ml,4,116,0,1,3,4,4,0,2,wolf,0,1,4,1,1
1,weak_village_information,0,1,seed_116_base_1_regime_weak_village_information_policy_frozen_hybrid_50_50,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_weak_village_information,4,frozen_hybrid_50_50,4,116,0,1,3,,4,1,2,village,1,1,4,0,0
1,weak_village_information,0,1,seed_116_base_1_regime_weak_village_information_policy_frozen_ml_epsilon_010,1,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_weak_village_information,3,frozen_ml_epsilon_010,3,116,0,2,3,3,3,0,2,wolf,1,0,3,2,1
1,mixed_seer_strategy,0,1,seed_116_base_1_regime_mixed_seer_strategy_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_seer_strategy,4,existing_rule,4,116,1,3,3,4,4,0,2,wolf,1,1,4,1,1
1,mixed_seer_strategy,0,1,seed_116_base_1_regime_mixed_seer_strategy_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_seer_strategy,4,frozen_ml,4,116,0,1,3,,4,1,2,village,0,1,4,0,0
1,mixed_seer_strategy,0,1,seed_116_base_1_regime_mixed_seer_strategy_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_seer_strategy,4,frozen_hybrid_50_50,4,116,0,0,3,,4,1,2,village,0,1,4,0,0
1,mixed_seer_strategy,0,1,seed_116_base_1_regime_mixed_seer_strategy_policy_frozen_ml_epsilon_010,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_seer_strategy,4,frozen_ml_epsilon_010,4,116,0,1,3,,4,1,2,village,0,1,4,0,0
1,mixed_voting_strategy,0,2,seed_116_base_1_regime_mixed_voting_strategy_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_voting_strategy,4,existing_rule,4,116,1,3,3,4,4,0,2,wolf,1,1,4,1,1
1,mixed_voting_strategy,0,2,seed_116_base_1_regime_mixed_voting_strategy_policy_frozen_ml,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_voting_strategy,4,frozen_ml,4,116,1,1,3,4,4,0,3,wolf,0,1,4,1,1
1,mixed_voting_strategy,0,2,seed_116_base_1_regime_mixed_voting_strategy_policy_frozen_hybrid_50_50,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_voting_strategy,4,frozen_hybrid_50_50,4,116,1,2,3,4,4,0,3,wolf,1,1,4,1,1
1,mixed_voting_strategy,0,2,seed_116_base_1_regime_mixed_voting_strategy_policy_frozen_ml_epsilon_010,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_voting_strategy,4,frozen_ml_epsilon_010,4,116,1,1,3,4,4,0,3,wolf,0,1,4,1,1
1,mixed_wolf_deception_strategy,0,1,seed_116_base_1_regime_mixed_wolf_deception_strategy_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_wolf_deception_strategy,4,existing_rule,4,116,1,3,3,4,4,0,2,wolf,1,1,4,1,1
1,mixed_wolf_deception_strategy,0,1,seed_116_base_1_regime_mixed_wolf_deception_strategy_policy_frozen_ml,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_wolf_deception_strategy,4,frozen_ml,4,116,1,2,3,4,4,0,2,wolf,0,1,4,1,1
1,mixed_wolf_deception_strategy,0,1,seed_116_base_1_regime_mixed_wolf_deception_strategy_policy_frozen_hybrid_50_50,0,0,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_wolf_deception_strategy,4,frozen_hybrid_50_50,4,116,1,1,3,4,4,0,3,wolf,0,1,4,1,1
1,mixed_wolf_deception_strategy,0,1,seed_116_base_1_regime_mixed_wolf_deception_strategy_policy_frozen_ml_epsilon_010,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_116_base_1_regime_mixed_wolf_deception_strategy,4,frozen_ml_epsilon_010,4,116,1,2,3,4,4,0,2,wolf,0,1,4,1,1
1,baseline_speech_enabled,0,,seed_117_base_1_regime_baseline_speech_enabled_policy_existing_rule,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_117_base_1_regime_baseline_speech_enabled,2,existing_rule,2,117,1,2,2,2,2,0,1,wolf,1,0,2,3,1
1,baseline_speech_enabled,0,2,seed_117_base_1_regime_baseline_speech_enabled_policy_frozen_ml,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_117_base_1_regime_baseline_speech_enabled,3,frozen_ml,3,117,1,1,2,,3,1,1,village,0,1,3,0,0
1,baseline_speech_enabled,0,,seed_117_base_1_regime_baseline_speech_enabled_policy_frozen_hybrid_50_50,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_117_base_1_regime_baseline_speech_enabled,2,frozen_hybrid_50_50,2,117,0,1,2,2,2,0,1,wolf,1,0,2,3,1
1,baseline_speech_enabled,0,,seed_117_base_1_regime_baseline_speech_enabled_policy_frozen_ml_epsilon_010,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_117_base_1_regime_baseline_speech_enabled,2,frozen_ml_epsilon_010,2,117,1,1,2,2,2,0,1,wolf,0,0,2,3,1
1,speech_disabled,0,1,seed_117_base_1_regime_speech_disabled_policy_existing_rule,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_117_base_1_regime_speech_disabled,4,existing_rule,4,117,1,3,3,4,4,0,2,wolf,1,1,4,1,1
1,speech_disabled,0,1,seed_117_base_1_regime_speech_disabled_policy_frozen_ml,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,seed_117_base_1_regime_speech_disabled,4,frozen_ml,4,117,1,2,3,4,4,0,2,wolf,1,1,4,1,1
